timestamp,solar_kwh,solar_irradiance,temperature,cloud_cover,wind_speed,is_weekend,solar_lag_1h,solar_lag_2h,solar_lag_24h,solar_lag_168h,solar_roll_mean_24h,solar_roll_std_24h,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos
2023-01-08 00:00:00,0.0,0.0,-3.582113495612847,0.18236038620997674,7.199954689189521,1.0,0.0,0.0,0.0,0.0,0.54493458112196,0.8042074291013871,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 01:00:00,0.0,0.0,-3.272003743485136,0.17325567907744724,4.342988242240776,1.0,0.0,0.0,0.0,0.0,0.54493458112196,0.8042074291013871,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 02:00:00,0.0,0.0,-3.7934398074075517,0.15436570945902459,3.847508881606748,1.0,0.0,0.0,0.0,0.0,0.54493458112196,0.8042074291013871,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 03:00:00,0.0,0.0,-1.5064754716487805,0.05046363967291584,2.261421676992856,1.0,0.0,0.0,0.0,0.0,0.54493458112196,0.8042074291013871,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 04:00:00,0.0,0.0,-2.0296318696368814,0.026626882652161687,8.428633813142866,1.0,0.0,0.0,0.0,0.0,0.54493458112196,0.8042074291013871,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 05:00:00,0.0,0.0,-2.2208414751866665,0.0634479504521217,6.7700350305880495,1.0,0.0,0.0,0.0,0.0,0.54493458112196,0.8042074291013871,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 06:00:00,0.0,0.0,-1.2640630106051405,0.057983310643194154,3.704581685522906,1.0,0.0,0.0,0.0,0.0,0.54493458112196,0.8042074291013871,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 07:00:00,0.0,0.0,1.9470014078675508,0.0,3.7084010884524705,1.0,0.0,0.0,0.0,0.0,0.54493458112196,0.8042074291013871,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 08:00:00,0.6056565326681993,164.7021971041353,5.021480235489941,0.0,8.640580647950824,1.0,0.0,0.0,0.6077428294577789,0.5589850272338899,0.5448476520890608,0.8042004575294602,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 09:00:00,1.0945492184210008,320.9949378586283,3.721257895980636,0.0,5.087294290734923,1.0,0.6056565326681993,0.0,1.2824735836651608,1.1117658101862808,0.5370174702038876,0.7975939623157235,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 10:00:00,1.7631493761536003,456.4549035214314,3.938987476847219,0.017297866282268017,7.042882084246653,1.0,1.0945492184210008,0.6056565326681993,1.6533064896610488,1.5811783092362437,0.5415942571410772,0.804562708906727,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 11:00:00,1.88763801593068,538.9334914417628,4.945285865434376,0.023559656754750663,2.8155680578046534,1.0,1.7631493761536003,1.0945492184210008,2.1883333518000185,1.9033363964376262,0.5290652848131882,0.779763154122223,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 12:00:00,1.9947179301876097,557.0800471550277,6.611845963434526,0.0,5.252716682041943,1.0,1.88763801593068,1.7631493761536003,2.1950463521093337,2.1405433633902846,0.5207182672331162,0.7620246451439896,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 13:00:00,2.1239839320314564,572.1315983626757,4.845620408076346,0.0,4.408252187539978,1.0,1.9947179301876097,1.88763801593068,1.9242447560150309,1.9738194861532852,0.5290407329004673,0.7789231066680092,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 14:00:00,1.8060606755856954,462.634566609852,3.5005541197614383,0.006008920306393775,12.692696437837245,1.0,2.1239839320314564,1.9947179301876097,1.5373389396998085,1.8696671903927737,0.5402374718957126,0.7957958442960223,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 15:00:00,1.1711918622305928,327.7372207821051,5.140703540710312,0.09160716839871147,8.211262992013602,1.0,1.8060606755856954,2.1239839320314564,1.143733875534811,1.0237941822814771,0.5413815546747035,0.7967203893527911,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.0,1.0
