timestamp,consumption_kwh,temperature,humidity,cloud_cover,wind_speed,is_weekend,is_holiday,consumption_lag_1h,consumption_lag_2h,consumption_lag_24h,consumption_lag_168h,consumption_roll_mean_24h,consumption_roll_std_24h,consumption_roll_mean_7d,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos
2023-01-08 00:00:00,1.4382074995728602,-3.582113495612847,74.3820975638036,0.18236038620997674,7.199954689189521,1.0,0.0,1.5960862835526033,1.9026295265479236,1.2675599535709279,1.4458532827454085,1.593076848805099,0.35974432841368725,1.5110498580133818,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 01:00:00,1.3024370770527867,-3.272003743485136,80.61203259240577,0.17325567907744724,4.342988242240776,1.0,0.0,1.4382074995728602,1.5960862835526033,1.307768247586101,1.325618903640943,1.5928547166995441,0.35992975623659523,1.5109118709503573,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 02:00:00,1.3219139965484268,-3.7934398074075517,57.06833002615037,0.15436570945902459,3.847508881606748,1.0,0.0,1.3024370770527867,1.4382074995728602,1.2824874983356032,1.3046787268969733,1.5944974874584117,0.35853889314628473,1.5110144618411396,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 03:00:00,1.2972601860144997,-1.5064754716487805,67.20882067986993,0.05046363967291584,2.261421676992856,1.0,0.0,1.3219139965484268,1.3024370770527867,1.228517254511265,1.3729760655296037,1.5973617762710468,0.35575179149653763,1.510563772082121,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 04:00:00,1.28869715053195,-2.0296318696368814,56.63212303856343,0.026626882652161687,8.428633813142866,1.0,0.0,1.2972601860144997,1.3219139965484268,1.2205321203789765,1.4172156974984398,1.600201985860754,0.3528729549168051,1.5097987807311302,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 05:00:00,1.2462472094220254,-2.2208414751866665,78.01996084597862,0.0634479504521217,6.7700350305880495,1.0,0.0,1.28869715053195,1.2972601860144997,1.3475319121865657,1.370285769152903,1.5959817899122315,0.3566120038404009,1.5090604559708272,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 06:00:00,1.5061300808025344,-1.2640630106051405,58.633399795772,0.057983310643194154,3.704581685522906,1.0,0.0,1.2462472094220254,1.28869715053195,1.5983385551689562,1.6429337597902196,1.5921397701469637,0.35708191107661524,1.5082461483578053,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 07:00:00,1.880244547025864,1.9470014078675508,58.219848105444775,0.0,3.7084010884524705,1.0,0.0,1.5061300808025344,1.2462472094220254,1.8888345037050465,1.9361958665781538,1.5917818552853313,0.3567757681552159,1.5079131047890417,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 08:00:00,2.029210750504306,5.021480235489941,70.09501745129927,0.0,8.640580647950824,1.0,0.0,1.880244547025864,1.5061300808025344,1.9618722671291526,2.097856677277998,1.5945876254259626,0.3600624348160912,1.5075044980820553,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 09:00:00,1.7540704004354906,3.721257895980636,75.51758849935733,0.0,5.087294290734923,1.0,0.0,2.029210750504306,1.880244547025864,1.7283713009459372,1.8335867542183908,1.5956584212380276,0.36051552311823354,1.5070311864523955,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 10:00:00,1.6187790115161587,3.938987476847219,65.57706515268849,0.017297866282268017,7.042882084246653,1.0,0.0,1.7540704004354906,2.029210750504306,1.5234742551071858,1.557136220996807,1.5996294527550676,0.36021061019759787,1.5073981078245342,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 11:00:00,1.4031845029657388,4.945285865434376,70.60515134052058,0.023559656754750663,2.8155680578046534,1.0,0.0,1.6187790115161587,1.7540704004354906,1.2448653194617993,1.5627511367081786,1.6062260854010653,0.3548408938988382,1.5064483064332104,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 12:00:00,1.2501878694313024,6.611845963434526,69.01282856423711,0.0,5.252716682041943,1.0,0.0,1.4031845029657388,1.6187790115161587,1.198356778163591,1.4514362869084692,1.6083857142038867,0.35239992616679144,1.5052503991863222,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 13:00:00,1.2590204956724202,4.845620408076346,64.40008879799915,0.0,4.408252187539978,1.0,0.0,1.2501878694313024,1.4031845029657388,1.2869542981087865,1.2858142609255363,1.6072218057690382,0.35355195617277146,1.5050909124883871,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-08 14:00:00,1.3197597795923195,3.5005541197614383,58.441912841100866,0.006008920306393775,12.692696437837245,1.0,0.0,1.2590204956724202,1.2501878694313024,1.2742893982452852,1.4146889575664772,1.6091164049918312,0.35180781263895555,1.5045258578575886,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.0,1.0
